bill_installment,user_num,user_loan_num,loan_rate,reloan_rate,num1,p1,num2,p2
24,52076,6008,0.115369844074,0.248668442077,4514,0.0866810046855,1494,0.0286888393886
25,35362,4462,0.126180645891,0.26759300762,3268,0.0924155873537,1194,0.0337650585374
26,40556,5148,0.126935595226,0.25641025641,3828,0.0943880067068,1320,0.0325475885196
27,32668,4242,0.129851842782,0.270862800566,3093,0.0946798089874,1149,0.0351720337945
28,40896,5106,0.124853286385,0.267332549941,3741,0.0914759389671,1365,0.0333773474178
29,29567,4154,0.140494470186,0.276841598459,3004,0.101599756485,1150,0.0388947137011
30,35635,4789,0.134390346569,0.282104823554,3438,0.0964781815631,1351,0.0379121650063
31,27412,3897,0.14216401576,0.269951244547,2845,0.103786662775,1052,0.0383773529841
32,32140,4489,0.139670192906,0.284695923368,3211,0.0999066583696,1278,0.0397635345364
33,25680,3720,0.144859813084,0.300806451613,2601,0.101285046729,1119,0.0435747663551
34,28084,4132,0.147130038456,0.309051306873,2855,0.101659307791,1277,0.0454707306651
35,23783,3618,0.152125467771,0.296296296296,2546,0.107051255098,1072,0.0450742126729
36,28442,4051,0.142430208846,0.289558133794,2878,0.101188383377,1173,0.0412418254694
37,21859,3370,0.154169907132,0.315727002967,2306,0.105494304406,1064,0.0486756027266
38,24390,3803,0.155924559246,0.310281356824,2623,0.107544075441,1180,0.0483804838048
39,20731,3398,0.163909121605,0.313419658623,2333,0.112536780667,1065,0.0513723409387
40,24131,3764,0.155981931955,0.305526036132,2614,0.108325390576,1150,0.0476565413783
41,19349,3262,0.168587523903,0.316676885346,2229,0.115199751925,1033,0.0533877719779
42,22917,3640,0.158834053323,0.319230769231,2478,0.108129336301,1162,0.0507047170223
43,18196,3080,0.169267970983,0.323701298701,2083,0.114475708947,997,0.0547922620356
44,20597,3448,0.167403019857,0.311774941995,2373,0.115210953051,1075,0.0521920668058
45,17773,2968,0.166994879874,0.32884097035,1992,0.112080121533,976,0.0549147583413
46,18490,3162,0.171011357491,0.325110689437,2134,0.115413737155,1028,0.0555976203353
47,15900,2740,0.172327044025,0.342335766423,1802,0.113333333333,938,0.0589937106918
48,18677,3245,0.173743106495,0.326040061633,2187,0.117095893345,1058,0.0566472131499
49,15302,2719,0.177689190955,0.331739610151,1817,0.11874264802,902,0.0589465429356
50,16609,3036,0.182792461918,0.341238471673,2000,0.12041664158,1036,0.0623758203384
51,14464,2550,0.176299778761,0.352156862745,1652,0.11421460177,898,0.0620851769912
52,16062,2871,0.178744863653,0.33402995472,1912,0.119038724941,959,0.0597061387125
53,13509,2577,0.190761714413,0.356616220411,1658,0.12273299282,919,0.068028721593
54,14994,2738,0.182606375884,0.334915997078,1821,0.121448579432,917,0.0611577964519
55,12880,2464,0.191304347826,0.346996753247,1609,0.124922360248,855,0.0663819875776
56,14853,2798,0.188379451963,0.33166547534,1870,0.125900491483,928,0.0624789604794
57,12345,2355,0.190765492102,0.355414012739,1518,0.122964763062,837,0.0678007290401
58,13401,2558,0.190881277517,0.357701329163,1643,0.122602790837,915,0.0682784866801
59,11777,2305,0.195720472107,0.345336225597,1509,0.128131102997,796,0.0675893691093
60,13326,2503,0.187828305568,0.352377147423,1621,0.121641903047,882,0.0661864025214
61,11174,2230,0.199570431359,0.355156950673,1438,0.128691605513,792,0.0708788258457
62,11980,2523,0.210601001669,0.365041617122,1602,0.133722871452,921,0.076878130217
63,10749,2147,0.199739510652,0.37866790871,1334,0.124104567867,813,0.0756349427854
64,11882,2425,0.204090220502,0.367422680412,1534,0.129102844639,891,0.0749873758626
65,10342,2217,0.214368594082,0.392422192152,1347,0.130245600464,870,0.0841229936183
66,10855,2169,0.199815753109,0.357768556939,1393,0.128327959466,776,0.0714877936435
67,9910,2059,0.207769929364,0.366197183099,1305,0.131685166498,754,0.0760847628658
68,10469,2071,0.197822141561,0.346692419121,1353,0.129238704747,718,0.0685834368134
69,9471,2028,0.214127336079,0.378205128205,1261,0.133143279485,767,0.0809840565938
70,10243,2209,0.215659474763,0.377546401086,1375,0.134238016206,834,0.0814214585571
71,8910,1958,0.21975308642,0.384065372829,1206,0.135353535354,752,0.0843995510662
72,9994,2125,0.212627576546,0.380705882353,1316,0.131679007404,809,0.0809485691415
73,8508,1883,0.221321109544,0.390334572491,1148,0.134931828867,735,0.086389280677
74,8992,2040,0.226868327402,0.390196078431,1244,0.13834519573,796,0.0885231316726
75,8151,1854,0.227456753773,0.398058252427,1116,0.136915715863,738,0.0905410379095
76,8859,1979,0.223388644317,0.393127842345,1201,0.135568348572,778,0.0878202957444
77,7881,1739,0.220657276995,0.406555491662,1032,0.130947849258,707,0.0897094277376
78,8523,1932,0.226680746216,0.406832298137,1146,0.13445969729,786,0.0922210489264
79,7430,1736,0.233647375505,0.420506912442,1006,0.135397039031,730,0.0982503364738
80,8126,1832,0.225449175486,0.389192139738,1119,0.137706128476,713,0.0877430470096
81,7315,1718,0.234859876965,0.403376018626,1025,0.14012303486,693,0.0947368421053
82,7583,1769,0.23328497956,0.421707179197,1023,0.13490702888,746,0.0983779506792
83,6949,1671,0.240466254137,0.414123279473,979,0.140883580371,692,0.099582673766
84,7586,1754,0.231215396784,0.42189281642,1014,0.133667281835,740,0.0975481149486
85,6653,1544,0.232075755298,0.415155440415,903,0.135728242898,641,0.0963475124004
86,7106,1671,0.2351533915,0.3907839617,1018,0.143259217563,653,0.0918941739375
87,6277,1516,0.24151664808,0.421503957784,877,0.139716425044,639,0.101800223036
88,6736,1555,0.230849168646,0.406430868167,923,0.137024940618,632,0.0938242280285
89,6178,1530,0.247652962124,0.417647058824,891,0.144221430884,639,0.10343153124
90,6737,1623,0.240908416209,0.402957486137,969,0.143832566424,654,0.0970758497848
91,5991,1435,0.2395259556,0.432055749129,815,0.136037389417,620,0.103488566183
92,6387,1517,0.237513699703,0.423862887278,874,0.136840457179,643,0.100673242524
93,5766,1518,0.263267429761,0.418972332016,882,0.15296566077,636,0.110301768991
94,6011,1485,0.247047080353,0.439057239057,833,0.138579271336,652,0.108467809017
95,5526,1448,0.262034020992,0.439226519337,812,0.146941730004,636,0.115092290988
96,6039,1491,0.246895181321,0.415828303152,871,0.144229177016,620,0.102666004305
97,5346,1360,0.254395809951,0.442647058824,758,0.141788252899,602,0.112607557052
98,5649,1453,0.257213666136,0.415691672402,849,0.150292087095,604,0.106921579041
99,5187,1339,0.258145363409,0.4428678118,746,0.14382109119,593,0.114324272219
100,5468,1394,0.254937820044,0.444045911047,775,0.141733723482,619,0.113204096562
101,4940,1300,0.263157894737,0.443846153846,723,0.146356275304,577,0.116801619433
102,5353,1400,0.261535587521,0.434285714286,792,0.147954418083,608,0.113581169438
103,4955,1282,0.258728557013,0.45631825273,697,0.140665993946,585,0.118062563068
104,5217,1367,0.262027985432,0.425749817118,785,0.150469618555,582,0.111558366878
105,4763,1270,0.266638673105,0.440157480315,711,0.149275666597,559,0.117363006509
106,4922,1285,0.261072734661,0.452140077821,704,0.143031288094,581,0.118041446566
107,4410,1186,0.268934240363,0.464586846543,635,0.143990929705,551,0.124943310658
108,4846,1238,0.255468427569,0.442649434572,690,0.142385472555,548,0.113082955014
109,4472,1212,0.271019677996,0.436468646865,683,0.152728085868,529,0.118291592129
110,4626,1252,0.270644185041,0.44089456869,700,0.151318633809,552,0.119325551232
111,4219,1172,0.277790945722,0.46843003413,623,0.147665323536,549,0.130125622185
112,4531,1165,0.257117634076,0.445493562232,646,0.142573383359,519,0.114544250717
113,4093,1122,0.274126557537,0.467023172906,598,0.146103102859,524,0.128023454679
114,4330,1197,0.276443418014,0.462823725982,643,0.148498845266,554,0.127944572748
115,3960,1036,0.261616161616,0.466216216216,553,0.139646464646,483,0.12196969697
116,4059,1129,0.278147326928,0.479185119575,588,0.144863266814,541,0.133284060113
117,3818,1122,0.293871136721,0.459001782531,607,0.158983761131,515,0.134887375589
118,4038,1125,0.278603268945,0.458666666667,609,0.150817236256,516,0.127786032689
119,3729,1078,0.289085545723,0.468460111317,573,0.153660498793,505,0.135425046929
120,3968,1093,0.275453629032,0.488563586459,559,0.140877016129,534,0.134576612903
121,3658,1078,0.294696555495,0.470315398887,571,0.156096227447,507,0.138600328048
122,3738,1130,0.302300695559,0.469911504425,599,0.16024612092,531,0.142054574639
123,3477,1028,0.295657175726,0.477626459144,537,0.154443485764,491,0.141213689963
124,3562,1039,0.291690061763,0.449470644851,572,0.160583941606,467,0.131106120157
125,3331,977,0.29330531372,0.474923234391,513,0.154007805464,464,0.139297508256
126,3568,1046,0.293161434978,0.483747609943,540,0.15134529148,506,0.141816143498
127,3255,953,0.292780337942,0.464847848898,510,0.15668202765,443,0.136098310292
128,3497,1051,0.300543322848,0.46146527117,566,0.161853016872,485,0.138690305977
129,3259,985,0.302239950905,0.460913705584,531,0.162933415158,454,0.139306535747
130,3365,998,0.296582466568,0.437875751503,561,0.166716196137,437,0.129866270431
131,3042,930,0.305719921105,0.452688172043,509,0.167324128863,421,0.138395792242
132,3236,940,0.290482076638,0.46170212766,506,0.156365883807,434,0.134116192831
133,3050,929,0.304590163934,0.503767491927,461,0.151147540984,468,0.153442622951
134,3146,953,0.302924348379,0.494228751312,482,0.153210425938,471,0.149713922441
135,2943,890,0.302412504247,0.473033707865,469,0.159361196058,421,0.143051308189
136,3051,873,0.286135693215,0.521191294387,418,0.137004260898,455,0.149131432317
137,2819,891,0.316069528201,0.476992143659,466,0.165306846399,425,0.150762681802
138,3065,925,0.301794453507,0.482162162162,479,0.156280587276,446,0.145513866232
139,2796,853,0.305078683834,0.506447831184,421,0.150572246066,432,0.154506437768
140,2966,928,0.312879298719,0.48275862069,480,0.161834120027,448,0.151045178692
141,2780,883,0.317625899281,0.505096262741,437,0.157194244604,446,0.160431654676
142,2832,891,0.314618644068,0.516273849607,431,0.152189265537,460,0.162429378531
143,2637,825,0.312855517634,0.499393939394,413,0.156617368221,412,0.156238149412
144,2770,864,0.311913357401,0.49537037037,436,0.157400722022,428,0.154512635379
145,2618,832,0.317799847212,0.510817307692,407,0.155462184874,425,0.162337662338
146,2655,835,0.31450094162,0.51377245509,406,0.152919020716,429,0.161581920904
147,2545,832,0.326915520629,0.508413461538,409,0.160707269155,423,0.166208251473
148,2644,828,0.313161875946,0.495169082126,418,0.158093797277,410,0.155068078669
149,2475,817,0.330101010101,0.494492044064,413,0.166868686869,404,0.163232323232
150,2582,817,0.316421378776,0.505507955936,404,0.156467854376,413,0.1599535244
151,2449,811,0.331155573704,0.494451294698,410,0.167415271539,401,0.163740302164
152,2494,811,0.325180433039,0.525277435265,385,0.154370489174,426,0.170809943865
153,2363,754,0.319085907744,0.501326259947,376,0.159119763013,378,0.159966144731
154,2374,762,0.32097725358,0.515748031496,369,0.155433866891,393,0.165543386689
155,2203,766,0.347707671357,0.513054830287,373,0.169314571039,393,0.178393100318
156,2339,764,0.326635314237,0.514397905759,371,0.158614792646,393,0.16802052159
157,2197,694,0.315885298134,0.520172910663,333,0.151570323168,361,0.164314974966
158,2244,742,0.330659536542,0.493261455526,376,0.167557932264,366,0.163101604278
159,2122,698,0.328934967012,0.514326647564,339,0.159754948162,359,0.16918001885
160,2184,718,0.328754578755,0.519498607242,345,0.157967032967,373,0.170787545788
161,2099,701,0.333968556455,0.513552068474,341,0.162458313483,360,0.171510242973
162,2070,667,0.322222222222,0.487256371814,342,0.165217391304,325,0.157004830918
163,2035,682,0.335135135135,0.539589442815,314,0.1542997543,368,0.180835380835
164,2106,687,0.326210826211,0.540029112082,316,0.150047483381,371,0.17616334283
165,2017,643,0.318790282598,0.56298600311,281,0.139315815568,362,0.17947446703
166,2047,689,0.3365901319,0.481857764877,357,0.174401563263,332,0.162188568637
167,1907,625,0.327739905611,0.5296,294,0.154168851599,331,0.173571054012
168,2057,682,0.331550802139,0.505865102639,337,0.163830821585,345,0.167719980554
169,1818,608,0.334433443344,0.516447368421,294,0.161716171617,314,0.172717271727
170,1904,644,0.338235294118,0.534161490683,300,0.15756302521,344,0.180672268908
171,1828,592,0.323851203501,0.525337837838,281,0.153719912473,311,0.170131291028
172,1933,670,0.346611484739,0.528358208955,316,0.163476461459,354,0.18313502328
173,1746,578,0.331042382589,0.531141868512,271,0.155211912944,307,0.175830469645
174,1829,623,0.340623291416,0.495987158909,314,0.171678512849,309,0.168944778568
175,1857,646,0.347872913301,0.53560371517,300,0.16155088853,346,0.186322024771
176,1866,632,0.338692390139,0.526898734177,299,0.160235798499,333,0.17845659164
177,1710,608,0.355555555556,0.521381578947,291,0.170175438596,317,0.185380116959
178,1743,598,0.343086632243,0.484949832776,308,0.176706827309,290,0.166379804934
179,1718,570,0.331781140861,0.536842105263,264,0.153667054715,306,0.178114086147
180,1730,589,0.340462427746,0.563667232598,257,0.148554913295,332,0.191907514451
181,1600,578,0.36125,0.539792387543,266,0.16625,312,0.195
182,1724,602,0.349187935035,0.536544850498,279,0.161832946636,323,0.187354988399
183,1565,567,0.362300319489,0.560846560847,249,0.15910543131,318,0.203194888179
184,1676,580,0.346062052506,0.529310344828,273,0.162887828162,307,0.183174224344
185,1527,562,0.368041912246,0.508896797153,276,0.180746561886,286,0.18729535036
186,1646,588,0.357229647631,0.530612244898,276,0.167679222357,312,0.189550425273
187,1504,499,0.331781914894,0.541082164329,229,0.152260638298,270,0.179521276596
188,1574,564,0.3583227446,0.505319148936,279,0.177255400254,285,0.181067344346
189,1461,535,0.366187542779,0.500934579439,267,0.182751540041,268,0.183436002738
190,1511,549,0.363335539378,0.520947176685,263,0.17405691595,286,0.189278623428
191,1448,516,0.35635359116,0.529069767442,243,0.167817679558,273,0.188535911602
192,1492,520,0.348525469169,0.544230769231,237,0.158847184987,283,0.189678284182
193,1402,542,0.386590584879,0.516605166052,262,0.186875891583,280,0.199714693295
194,1507,548,0.363636363636,0.554744525547,244,0.161911081619,304,0.201725282017
195,1409,513,0.364088005678,0.569200779727,221,0.156848828957,292,0.207239176721
196,1427,498,0.34898388227,0.548192771084,225,0.157673440785,273,0.191310441486
197,1361,499,0.366642174871,0.527054108216,236,0.17340191036,263,0.193240264511
198,1419,471,0.331923890063,0.594479830149,191,0.134601832276,280,0.197322057787
199,1426,547,0.383590462833,0.555758683729,243,0.170406732118,304,0.213183730715
200,1395,488,0.34982078853,0.536885245902,226,0.162007168459,262,0.187813620072
201,1268,465,0.366719242902,0.518279569892,224,0.17665615142,241,0.190063091483
202,1371,511,0.372720641867,0.526418786693,242,0.1765134938,269,0.196207148067
203,1257,455,0.361972951472,0.584615384615,189,0.150357995227,266,0.211614956245
204,1385,517,0.373285198556,0.522243713733,247,0.178339350181,270,0.194945848375
205,1216,459,0.377467105263,0.579520697168,193,0.158717105263,266,0.21875
206,1252,479,0.382587859425,0.559498956159,211,0.168530351438,268,0.214057507987
207,1239,463,0.373688458434,0.539956803456,213,0.17191283293,250,0.201775625504
208,1239,429,0.346246973366,0.538461538462,198,0.1598062954,231,0.186440677966
209,1180,464,0.393220338983,0.573275862069,198,0.167796610169,266,0.225423728814
210,1189,448,0.376787216148,0.546875,203,0.170731707317,245,0.206055508831
211,1144,438,0.382867132867,0.545662100457,199,0.173951048951,239,0.208916083916
212,1187,456,0.384161752317,0.546052631579,207,0.174389216512,249,0.209772535805
213,1133,394,0.347749338041,0.568527918782,170,0.150044130627,224,0.197705207414
214,1125,429,0.381333333333,0.536130536131,199,0.176888888889,230,0.204444444444
215,1066,411,0.385553470919,0.574209245742,175,0.164165103189,236,0.22138836773
216,1171,423,0.36122971819,0.557919621749,187,0.159692570453,236,0.201537147737
217,1070,439,0.410280373832,0.571753986333,188,0.175700934579,251,0.234579439252
218,1137,393,0.345646437995,0.582697201018,164,0.144239226033,229,0.201407211961
219,1016,386,0.379921259843,0.575129533679,164,0.161417322835,222,0.218503937008
220,1121,412,0.367528991971,0.541262135922,189,0.168599464764,223,0.198929527208
221,1086,409,0.376611418048,0.557457212714,181,0.166666666667,228,0.209944751381
222,1136,445,0.391725352113,0.54606741573,202,0.177816901408,243,0.213908450704
223,1047,384,0.36676217765,0.5625,168,0.160458452722,216,0.206303724928
224,1012,373,0.368577075099,0.560321715818,164,0.162055335968,209,0.20652173913
225,1033,387,0.374636979671,0.576227390181,164,0.15876089061,223,0.215876089061
226,1035,425,0.410628019324,0.592941176471,173,0.167149758454,252,0.24347826087
227,999,385,0.385385385385,0.548051948052,174,0.174174174174,211,0.211211211211
228,1011,397,0.392680514342,0.531486146096,186,0.183976261128,211,0.208704253215
229,987,385,0.390070921986,0.618181818182,147,0.148936170213,238,0.241134751773
230,1041,380,0.365033621518,0.615789473684,146,0.140249759846,234,0.224783861671
231,928,389,0.419181034483,0.596401028278,157,0.169181034483,232,0.25
232,1018,391,0.384086444008,0.539641943734,180,0.176817288802,211,0.207269155206
233,926,344,0.371490280778,0.563953488372,150,0.161987041037,194,0.209503239741
234,958,369,0.385177453027,0.525745257453,175,0.18267223382,194,0.202505219207
235,940,364,0.387234042553,0.552197802198,163,0.173404255319,201,0.213829787234
236,929,361,0.388589881593,0.554016620499,161,0.173304628633,200,0.21528525296
237,899,330,0.367074527253,0.578787878788,139,0.154616240267,191,0.212458286986
238,909,365,0.401540154015,0.58904109589,150,0.16501650165,215,0.236523652365
239,874,342,0.391304347826,0.535087719298,159,0.181922196796,183,0.20938215103
240,896,365,0.407366071429,0.550684931507,164,0.183035714286,201,0.224330357143
241,853,328,0.384525205158,0.557926829268,145,0.169988276671,183,0.214536928488
242,905,385,0.425414364641,0.592207792208,157,0.173480662983,228,0.251933701657
243,855,343,0.401169590643,0.606413994169,135,0.157894736842,208,0.243274853801
244,844,326,0.386255924171,0.638036809816,118,0.13981042654,208,0.24644549763
245,812,325,0.400246305419,0.572307692308,139,0.17118226601,186,0.229064039409
246,900,353,0.392222222222,0.563739376771,154,0.171111111111,199,0.221111111111
247,817,331,0.405140758874,0.589123867069,136,0.166462668299,195,0.238678090575
248,795,316,0.39748427673,0.582278481013,132,0.166037735849,184,0.231446540881
249,781,307,0.393085787452,0.583061889251,128,0.163892445583,179,0.229193341869
250,871,373,0.428243398393,0.584450402145,155,0.177956371986,218,0.250287026406
251,734,291,0.396457765668,0.59793814433,117,0.159400544959,174,0.237057220708
252,836,329,0.393540669856,0.589665653495,135,0.161483253589,194,0.232057416268
253,761,296,0.388961892247,0.611486486486,115,0.15111695138,181,0.237844940867
254,794,323,0.406801007557,0.625386996904,121,0.152392947103,202,0.254408060453
255,766,298,0.389033942559,0.61744966443,114,0.148825065274,184,0.240208877285
256,812,319,0.392857142857,0.58934169279,131,0.161330049261,188,0.231527093596
257,757,311,0.410832232497,0.581993569132,130,0.171730515192,181,0.239101717305
258,750,317,0.422666666667,0.577287066246,134,0.178666666667,183,0.244
259,759,309,0.407114624506,0.611650485437,120,0.158102766798,189,0.249011857708
260,787,339,0.430749682338,0.6401179941,122,0.15501905972,217,0.275730622618
261,768,326,0.424479166667,0.592024539877,133,0.173177083333,193,0.251302083333
262,759,328,0.432147562582,0.594512195122,133,0.175230566535,195,0.256916996047
263,718,287,0.399721448468,0.564459930314,125,0.174094707521,162,0.225626740947
264,722,281,0.3891966759,0.580071174377,118,0.163434903047,163,0.225761772853
265,734,299,0.407356948229,0.665551839465,100,0.136239782016,199,0.271117166213
266,730,301,0.412328767123,0.634551495017,110,0.150684931507,191,0.261643835616
267,669,276,0.412556053812,0.630434782609,102,0.152466367713,174,0.260089686099
268,721,304,0.421636615811,0.611842105263,118,0.163661581137,186,0.257975034674
269,694,315,0.453890489914,0.603174603175,125,0.180115273775,190,0.273775216138
270,739,311,0.420838971583,0.569131832797,134,0.181326116373,177,0.23951285521
271,730,302,0.413698630137,0.572847682119,129,0.176712328767,173,0.23698630137
272,698,303,0.434097421203,0.633663366337,111,0.159025787966,192,0.275071633238
273,663,266,0.401206636501,0.612781954887,103,0.155354449472,163,0.245852187029
274,689,296,0.429608127721,0.574324324324,126,0.182873730044,170,0.246734397678
275,658,283,0.43009118541,0.604240282686,112,0.170212765957,171,0.259878419453
276,628,260,0.414012738854,0.584615384615,108,0.171974522293,152,0.242038216561
277,606,234,0.386138613861,0.564102564103,102,0.168316831683,132,0.217821782178
278,666,298,0.447447447447,0.58389261745,124,0.186186186186,174,0.261261261261
279,570,248,0.435087719298,0.616935483871,95,0.166666666667,153,0.268421052632
280,588,255,0.433673469388,0.592156862745,104,0.176870748299,151,0.256802721088
281,613,258,0.42088091354,0.631782945736,95,0.154975530179,163,0.265905383361
282,614,254,0.413680781759,0.602362204724,101,0.164495114007,153,0.249185667752
283,613,246,0.401305057096,0.626016260163,92,0.150081566069,154,0.251223491028
284,598,264,0.441471571906,0.617424242424,101,0.16889632107,163,0.272575250836
285,588,234,0.397959183673,0.65811965812,80,0.136054421769,154,0.261904761905
286,587,249,0.424190800681,0.562248995984,109,0.185689948893,140,0.238500851789
287,560,248,0.442857142857,0.568548387097,107,0.191071428571,141,0.251785714286
288,643,270,0.419906687403,0.577777777778,114,0.177293934681,156,0.242612752722
289,551,240,0.43557168784,0.5625,105,0.19056261343,135,0.24500907441
290,578,244,0.42214532872,0.594262295082,99,0.171280276817,145,0.250865051903
291,539,234,0.43413729128,0.57264957265,100,0.185528756957,134,0.248608534323
292,547,238,0.435100548446,0.596638655462,96,0.17550274223,142,0.259597806216
293,555,237,0.427027027027,0.62447257384,89,0.16036036036,148,0.266666666667
294,557,223,0.400359066427,0.614349775785,86,0.154398563734,137,0.245960502693
295,578,245,0.423875432526,0.612244897959,95,0.164359861592,150,0.259515570934
296,578,252,0.43598615917,0.59126984127,103,0.178200692042,149,0.257785467128
297,548,220,0.401459854015,0.590909090909,90,0.164233576642,130,0.237226277372
298,553,234,0.423146473779,0.615384615385,90,0.162748643761,144,0.260397830018
299,486,218,0.448559670782,0.600917431193,87,0.179012345679,131,0.269547325103
300,537,244,0.454376163873,0.561475409836,107,0.199255121043,137,0.255121042831
301,515,222,0.431067961165,0.630630630631,82,0.159223300971,140,0.271844660194
302,531,221,0.416195856874,0.669683257919,73,0.13747645951,148,0.278719397363
303,513,223,0.43469785575,0.605381165919,88,0.171539961014,135,0.263157894737
304,486,201,0.413580246914,0.542288557214,92,0.189300411523,109,0.224279835391
305,517,202,0.390715667311,0.564356435644,88,0.170212765957,114,0.220502901354
306,520,232,0.446153846154,0.594827586207,94,0.180769230769,138,0.265384615385
307,514,241,0.468871595331,0.609958506224,94,0.182879377432,147,0.285992217899
308,476,209,0.439075630252,0.645933014354,74,0.155462184874,135,0.283613445378
309,478,222,0.464435146444,0.599099099099,89,0.186192468619,133,0.278242677824
310,474,208,0.438818565401,0.625,78,0.164556962025,130,0.274261603376
311,462,193,0.417748917749,0.689119170984,60,0.12987012987,133,0.287878787879
312,422,176,0.417061611374,0.619318181818,67,0.158767772512,109,0.258293838863
313,468,187,0.399572649573,0.663101604278,63,0.134615384615,124,0.264957264957
314,484,201,0.415289256198,0.616915422886,77,0.159090909091,124,0.256198347107
315,457,203,0.44420131291,0.581280788177,85,0.185995623632,118,0.258205689278
316,476,221,0.464285714286,0.656108597285,76,0.159663865546,145,0.304621848739
317,460,226,0.491304347826,0.632743362832,83,0.180434782609,143,0.310869565217
318,425,191,0.449411764706,0.61780104712,73,0.171764705882,118,0.277647058824
319,452,193,0.426991150442,0.554404145078,86,0.190265486726,107,0.236725663717
320,495,246,0.49696969697,0.581300813008,103,0.208080808081,143,0.288888888889
321,469,212,0.452025586354,0.594339622642,86,0.183368869936,126,0.268656716418
322,450,193,0.428888888889,0.59067357513,79,0.175555555556,114,0.253333333333
323,420,198,0.471428571429,0.606060606061,78,0.185714285714,120,0.285714285714
324,444,192,0.432432432432,0.59375,78,0.175675675676,114,0.256756756757
325,428,198,0.46261682243,0.606060606061,78,0.182242990654,120,0.280373831776
326,442,202,0.457013574661,0.633663366337,74,0.16742081448,128,0.289592760181
327,419,183,0.436754176611,0.677595628415,59,0.140811455847,124,0.295942720764
328,414,180,0.434782608696,0.622222222222,68,0.164251207729,112,0.270531400966
329,386,176,0.455958549223,0.596590909091,71,0.183937823834,105,0.272020725389
330,425,183,0.430588235294,0.606557377049,72,0.169411764706,111,0.261176470588
331,439,192,0.437357630979,0.723958333333,53,0.120728929385,139,0.316628701595
332,391,165,0.42199488491,0.648484848485,58,0.148337595908,107,0.273657289003
333,368,165,0.448369565217,0.624242424242,62,0.16847826087,103,0.279891304348
334,390,185,0.474358974359,0.664864864865,62,0.158974358974,123,0.315384615385
335,387,176,0.454780361757,0.613636363636,68,0.175710594315,108,0.279069767442
336,408,183,0.448529411765,0.612021857923,71,0.174019607843,112,0.274509803922
337,385,188,0.488311688312,0.63829787234,68,0.176623376623,120,0.311688311688
338,367,168,0.457765667575,0.619047619048,64,0.174386920981,104,0.283378746594
339,362,164,0.453038674033,0.640243902439,59,0.162983425414,105,0.290055248619
340,402,198,0.492537313433,0.530303030303,93,0.231343283582,105,0.261194029851
341,360,162,0.45,0.66049382716,55,0.152777777778,107,0.297222222222
342,373,163,0.436997319035,0.650306748466,57,0.152815013405,106,0.28418230563
343,367,147,0.400544959128,0.591836734694,60,0.16348773842,87,0.237057220708
344,363,154,0.424242424242,0.558441558442,68,0.187327823691,86,0.236914600551
345,344,155,0.450581395349,0.638709677419,56,0.162790697674,99,0.287790697674
346,391,163,0.416879795396,0.638036809816,59,0.150895140665,104,0.265984654731
347,339,149,0.439528023599,0.637583892617,54,0.159292035398,95,0.280235988201
348,352,158,0.448863636364,0.670886075949,52,0.147727272727,106,0.301136363636
349,320,142,0.44375,0.633802816901,52,0.1625,90,0.28125
350,355,159,0.447887323944,0.622641509434,60,0.169014084507,99,0.278873239437
